id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
513,548.3250711,550.8139724,566.2237109,579.7377182,602.4648802,624.5065041,640.2529484,658.2632221,665.8485958,668.3436356,650.5496338,659.7111473,661.8603989,663.6868893,651.9845214,638.8659878,629.4307315,626.8868926,619.630719,605.5142974
514,553.0947185,547.9580236,555.7387407,556.8186981,562.2015707,563.0820781,566.5980349,568.6391371,564.1559433,563.8518761,554.1839407,557.4250765,560.6586591,567.9984713,594.2931937,609.9342938,614.2522896,615.8462377,615.8955972,624.394846
515,679.6626794,648.4441791,652.2954139,648.7683145,609.6408115,603.3372922,595.5670841,588.92,558.572542,553.8367225,546.0029904,546.2497006,543.3091236,544.7271635,542.6445383,540.4061557,551.2386432,562.5079462,579.6335784,610.7439024
516,709.8442328,708.7356887,711.104037,716.3190053,723.4463778,728.160851,735.0371062,742.7011984,748.4716246,755.8343651,757.5212851,768.5662363,781.3319175,787.1974139,802.9007174,813.0078056,819.8719496,839.0688952,851.0278344,862.9527099
517,432.5192416,435.3337872,439.6215032,441.2314553,448.7190681,457.8384755,462.8567038,465.95978,468.693901,472.9428506,469.9832558,474.7165501,476.8428771,479.2206808,483.7914977,485.9768733,487.8828197,491.3170592,495.2216906,500.3570941
518,373.6305799,376.7247772,383.5278409,389.7258496,396.818591,403.1880923,409.7834775,417.9412306,422.0301451,428.9488547,431.1738497,437.5149273,443.3261171,448.6539298,456.1859534,459.9397377,459.7778359,464.0315336,466.9296967,476.3659619
519,341.7340349,346.743982,353.4684701,358.6767373,365.6017703,372.2117899,379.0053829,388.4732943,399.0364389,410.7829389,418.1947289,427.2755752,435.839002,439.5533032,426.5615628,430.3641439,432.8617273,436.7924554,441.9640306,451.1814453
520,487.1039766,492.2060223,502.5647121,512.643108,528.0560176,539.1418852,548.2761298,565.084802,577.046843,591.2662404,599.942159,606.3753652,615.1782828,620.4270354,635.6835844,643.2164631,647.4281765,656.798348,668.5431965,684.3603064
521,395.5984983,399.269243,403.1817295,404.80258,411.0089726,410.4921775,410.3165505,412.8941502,411.8152614,411.0425748,408.3394227,406.4597923,405.3177818,400.3245337,404.402703,403.3989591,402.3415909,403.655409,406.9959713,411.9503997
522,762.9159724,771.1510675,783.5948533,796.6927317,819.2530973,835.1629951,847.0756948,869.3560495,884.4752982,895.6483705,909.2682849,917.3400206,924.2360104,927.1295342,941.2851877,948.3069292,954.0377507,966.0343073,976.2925711,989.6342933
523,748.5615549,749.2685698,753.4036766,761.0670555,776.5485692,784.8229763,788.601815,804.2652325,812.2225053,817.4880355,823.5022216,828.2406619,836.9674135,839.3200532,851.27982,856.3982608,859.311907,868.0393354,873.5484724,881.4329264
524,555.0971281,557.0019601,559.721109,560.1194993,566.5564132,571.6336987,572.3828493,580.1616856,583.5348138,583.2446278,583.19746,583.897323,587.8897999,586.3378764,589.2026877,588.7071865,588.8148139,588.3868037,586.5232689,586.5895911
525,505.6929908,506.9719273,508.9613089,511.5736885,516.7409934,519.9864075,522.8860291,527.9513108,531.2893203,532.5983534,534.9004014,534.0745166,538.2244918,538.6023036,540.7901038,542.0897661,543.4713269,545.7006605,547.7780139,550.2266749
526,578.1575602,578.3505756,580.1127833,582.1433273,588.0083997,592.2820583,595.5233797,601.0920868,605.1699638,606.7510303,610.1475459,609.4793143,612.8827122,612.1884293,615.2199429,618.1722125,617.533561,620.7507882,622.8987187,624.6791485
527,630.8042367,630.6631739,632.3211215,631.0025427,637.3727648,641.6225985,641.814246,644.823979,647.2548691,616.8745143,621.5131082,619.170996,621.9173957,622.1346245,618.0816202,624.1658324,628.5884529,636.4266495,645.8700454,657.3847385
528,1057.191499,1058.175096,1061.398805,1060.646708,1068.768194,1067.424615,1065.088296,1063.120657,1065.060265,1048.559848,1039.993795,977.1705645,982.4142232,981.2968936,983.2287039,986.6534472,964.0639314,814.0475054,809.308145,841.2506801
529,1708.991512,1710.958168,1717.64032,1717.948018,1724.450015,1702.269087,1674.121949,1645.552266,1639.510272,1619.858722,1613.74269,1616.603924,1614.93937,1591.79808,1589.507984,1601.957099,1602.672294,1612.452225,1632.340989,1651.776216
530,1144.914413,1153.855633,1177.364602,1192.52874,1190.910119,1205.860846,1207.924379,1205.314588,1205.235713,1190.630083,1199.613372,1210.386939,1220.09588,1224.30503,1220.809853,1223.457194,1220.552048,1214.599308,1219.123549,1225.006211
531,1050.272121,1052.676081,1057.735183,1059.539433,1065.271746,1057.998519,1043.34625,1024.174028,1009.713109,954.2897013,956.3566335,956.1660739,962.4832886,950.0444626,959.0908574,964.103238,967.4515782,978.5028099,977.5310913,981.7513981
532,868.1954212,870.1108122,875.4452,881.0394987,888.2461752,884.1436029,881.4737896,873.3571095,870.4759671,855.9194746,850.2099727,848.5951749,846.5525407,841.3121191,836.2091637,832.9632469,828.5392188,822.759816,829.9649251,839.6405372
533,823.6254621,829.3419775,837.9120223,844.748656,856.3058324,858.6321124,864.3041505,867.2382432,873.5770355,873.694025,876.0373844,878.6326642,880.9477481,875.150563,877.7629459,882.4325493,881.5806819,883.585669,889.2272214,903.6216384
534,1516.602032,1296.436638,1237.051864,1226.285456,1241.121036,1237.093803,1238.420486,1242.551241,1243.272507,1234.175458,1260.578365,1278.241249,1296.466224,1305.479237,1319.967809,1323.691641,1346.279243,1367.83925,1397.900079,1434.023314
535,2016.368572,2007.243768,2008.513014,2009.321515,2018.337044,2018.272761,2004.182642,1994.365619,2005.53528,2009.424216,2028.898722,2018.297505,2022.596381,2015.029552,2021.389882,2013.213912,2015.545247,2014.63669,2011.891297,2009.535046
536,1977.311692,1976.745807,1976.396943,1988.733616,2008.518782,2019.97015,2022.060292,2022.136999,2021.661688,2034.700719,2041.527907,2031.789362,2047.288762,2055.84573,2059.641872,2063.477906,2078.574074,2077.926272,2078.306133,2080.898351
537,1173.542601,1177.372101,1185.762439,1190.657927,1207.221896,1214.570797,1220.009969,1218.681273,1210.679321,1215.002751,1210.863566,1219.430199,1225.225696,1227.397543,1232.336738,1235.294089,1230.607109,1216.125901,1222.370736,1224.199256
538,755.1597495,758.50766,764.5848874,771.0564077,776.0609195,786.5770836,790.3858094,791.0810876,791.039929,789.9807922,787.5917897,789.9221807,787.3097258,785.2154341,785.1394618,783.2142098,779.3322964,778.2721209,779.5865417,780.0836284
539,461.3709337,455.0425519,455.3684479,456.6473107,461.9404526,466.4808321,471.6191678,470.1875638,468.799485,465.241637,461.7844427,459.7085374,459.8921127,458.8463473,454.4002133,441.9257621,433.6634038,432.4693225,434.0111495,435.4872228
540,810.7911429,802.4805968,807.9317586,814.3848374,825.3956363,832.6286372,836.4598214,835.9961427,830.5042657,828.2132738,825.3915928,827.1354961,830.5412676,835.7050842,836.0484936,830.2513527,827.7830172,826.9462598,826.7640717,828.5098737
541,627.0285347,621.7907646,625.7752623,627.7592591,640.6513483,643.7009801,645.5199525,648.1181308,649.1794056,648.3621473,641.9173884,642.832551,646.1443083,647.2269806,650.9302283,651.3340749,651.6611122,653.8657323,658.4124267,662.5427595
542,1115.854673,1095.638285,1097.58334,1098.747266,1113.514354,1119.829162,1122.263176,1121.426625,1114.850576,1107.470208,1106.183266,1112.622137,1118.305859,1125.302808,1129.400054,1133.19022,1135.731606,1145.866321,1156.455815,1165.868314
543,1316.546459,1305.216561,1309.974324,1310.203207,1328.421866,1334.541687,1331.882898,1326.983051,1318.636224,1313.496917,1307.00264,1302.47927,1291.946586,1289.394653,1283.546868,1284.257107,1290.455046,1288.701503,1291.316136,1298.588232
544,901.8741552,897.0777991,906.535246,914.6927896,929.0260272,939.2649937,938.2490331,934.7676938,931.6085166,918.9418225,905.420191,899.5964665,894.7890657,883.5630944,875.1943856,873.4590662,874.1693056,846.6472372,825.6472895,825.6336372
545,1071.721046,1062.065696,1071.586523,1083.647288,1099.552926,1108.802173,1108.429891,1112.031299,1110.422811,1112.591611,1102.43078,1055.551507,1043.893183,1045.767584,1049.561295,1055.804835,1063.743097,1065.845139,1071.408762,1081.004966
546,2434.246101,2463.583218,2499.386304,2534.300409,2564.888619,2576.050752,2577.396207,2578.74861,2576.244503,2583.767344,2575.849593,2489.186468,2385.364148,2414.432189,2422.040801,2440.102804,2457.646391,2457.104904,2464.654791,2482.011392
547,2416.763833,2450.456971,2479.832255,2512.38862,2537.327547,2540.314575,2547.586706,2549.932025,2554.048238,2576.995232,2580.233101,2533.124623,2480.581783,2493.716058,2514.0321,2535.649796,2550.819448,2557.070149,2556.567481,2571.575096
548,2457.439578,2484.939928,2518.096866,2552.308991,2578.003603,2592.78024,2604.725222,2615.103502,2623.193162,2642.985451,2652.684231,2657.988971,2618.013789,2634.250696,2643.545242,2644.087413,2648.190252,2640.750836,2646.183459,2654.583558
549,2042.826443,2063.318079,2087.892971,2121.64598,2151.315507,2166.888675,2175.060224,2182.334613,2176.832934,2181.10485,2186.406083,2191.164425,2186.854274,2191.221916,2184.467821,2171.545965,2166.992022,2142.424818,2127.385217,2122.201172
550,1587.381205,1618.745044,1624.872321,1656.652748,1684.23602,1723.532135,1747.622314,1748.071307,1736.484038,1736.899464,1743.060889,1743.376904,1737.218307,1738.622858,1711.201692,1698.824452,1684.419988,1653.592591,1608.617358,1585.884028
551,1794.450939,1783.542451,1775.41983,1782.838234,1777.597911,1795.030451,1773.009233,1742.358104,1734.389052,1726.1641,1707.772576,1692.123302,1665.776105,1650.079291,1624.58831,1610.400213,1591.616649,1565.631832,1553.771196,1543.424521
552,1940.232595,1937.211624,1942.962926,1949.063465,1963.34507,1928.358167,1885.406443,1847.845453,1842.336493,1833.224235,1807.224247,1788.536102,1762.796815,1743.460216,1716.344387,1700.537867,1685.823433,1675.534301,1673.082862,1676.967613
553,1566.200189,1535.454459,1486.294361,1465.476171,1473.202212,1462.978207,1458.103598,1448.378778,1454.667073,1444.941744,1441.172814,1432.339445,1437.750951,1435.256376,1444.618609,1456.495602,1469.896448,1483.015238,1491.856413,1503.384505
554,1873.300427,1874.858068,1898.232359,1925.839959,1947.225781,1961.929412,1970.02524,1956.164562,1932.971139,1893.591207,1849.235678,1818.841656,1790.180999,1751.507224,1717.580368,1655.621376,1607.733965,1570.854053,1546.27731,1540.883013
555,2334.407085,2322.300278,2323.900128,2338.448244,2351.067396,2358.672708,2343.715538,2316.738211,2303.398042,2272.329469,2233.139817,2188.619599,2143.774175,2097.692879,2040.295251,1987.819309,1946.76416,1888.470776,1838.686309,1815.368563
556,2366.771358,2342.910577,2367.283294,2389.222329,2403.324651,2413.421396,2400.957658,2395.708421,2398.655111,2392.205272,2382.663789,2374.612498,2356.860099,2344.54192,2311.832395,2271.370497,2220.444512,2169.775447,2130.312127,2094.694065
557,2108.248243,2084.764098,2091.105714,2096.724834,2094.461731,2097.836323,2090.735564,2078.565555,2070.061987,2054.218533,2030.246956,2010.10287,1990.3397,1986.250907,1962.423481,1939.186812,1900.943031,1859.668687,1832.695528,1810.048895
558,2471.898339,2439.799668,2462.280406,2491.002277,2483.324089,2477.981123,2460.078994,2437.948182,2397.547675,2375.396539,2347.677003,2324.377482,2282.411333,2255.580951,2207.925241,2151.425387,2094.996972,2014.504772,1976.604683,1969.528927
559,2381.334284,2381.354598,2417.522184,2429.355162,2430.413099,2446.344264,2428.225969,2420.410885,2409.193391,2375.203555,2381.527099,2388.444543,2365.508726,2356.61133,2310.110855,2249.374467,2201.972449,2136.592299,2110.463949,2058.637575
560,2452.305839,2465.389561,2479.834554,2495.14082,2499.144117,2510.459941,2529.878743,2522.856702,2530.59716,2549.99026,2568.68309,2611.442169,2633.283268,2664.773558,2667.697179,2680.792999,2716.438862,2726.541636,2728.459171,2731.700424
561,1606.313373,1601.460531,1583.140038,1546.276766,1530.759556,1533.022522,1572.064198,1565.550656,1573.732906,1595.181697,1600.882279,1630.433544,1660.878852,1708.848331,1699.115405,1730.324988,1741.363324,1767.347966,1763.87055,1768.321389
562,1894.239773,1914.489033,1924.998316,1927.590736,1928.942449,1938.548301,1975.500777,1976.589635,1987.303555,1993.142155,1996.485645,2008.408848,2016.806589,2043.838508,2022.793898,2034.08433,2032.855789,2041.980156,2021.691174,2022.20122
563,2021.128725,2056.869541,2075.881018,2073.320262,2079.956751,2097.418958,2145.447104,2148.428191,2165.366329,2156.000556,2157.880636,2161.906858,2170.662742,2186.317286,2147.10487,2171.716732,2100.677883,2100.875825,2054.821304,2027.337702
564,1940.269072,1963.110719,1948.884325,1939.752777,1976.591441,2012.429272,2079.581444,2087.525011,2092.643435,2089.26988,2104.639594,2101.889845,2106.298664,2124.406334,2080.031159,2088.512335,2002.430174,1992.044703,1961.648121,1963.091147
565,1405.391351,1416.084402,1423.575347,1423.183369,1428.253816,1430.787234,1445.62469,1443.252813,1445.247444,1448.868011,1455.71089,1448.5565,1457.520967,1456.498043,1448.760623,1457.791474,1453.105207,1442.244782,1454.001416,1465.466596
566,728.7355072,730.72,738.1709091,739.6131387,737.2727273,738.6472727,736.2181818,736.3394161,738.4635036,736.0912409,734.3686131,734.0805861,734.5441176,733.1062271,736.2051282,731.5563636,727.6509091,726.1135531,718.1927273,717.5620438
567,1056.78726,1069.393588,1077.064254,1086.54981,1097.272646,1108.882041,1111.888613,1116.421354,1122.185966,1125.180277,1126.595438,1122.878851,1119.894624,1119.768785,1121.6998,1127.24195,1104.664117,1084.554277,1083.034804,1086.582535
568,510.7744452,511.5029022,512.902052,513.5542836,514.7334092,517.9745217,515.9624081,516.1870956,511.045705,502.9606639,501.5195227,500.467452,499.9215517,499.4651383,498.4200557,500.1916259,510.1548036,480.5983845,450.3053041,445.3749736
569,651.781401,657.4271995,663.5098576,667.9854745,673.0964875,676.9622821,678.3125449,683.1074389,684.2162705,684.7162401,684.531589,680.183812,679.6159546,678.6582943,680.3502489,672.7029884,542.797941,370.5499744,287.2141381,323.0048949
570,245.9487182,248.5253925,250.4364878,251.7456571,253.9429387,247.9914673,247.4989641,249.9953758,250.7080082,251.2906044,250.9092822,249.0890289,249.2077138,249.2030501,251.7266804,244.778118,243.5038085,245.9049542,241.8161972,233.6931348
571,122.8049507,124.6651711,125.7803536,126.617099,130.2658141,128.5203198,128.8734472,130.4532676,129.4806904,129.854611,129.7963081,129.9356371,130.2638384,130.8589484,131.6828521,132.4756931,133.4858436,134.9395135,136.1186491,137.6972028
572,117.2584709,121.7223333,124.3949499,125.7844013,127.5992345,124.491697,124.2214125,125.9773313,125.1005289,126.1016905,126.7680223,127.5113277,128.9460395,129.9428816,131.0891912,131.9428156,132.6806062,133.6295056,136.364653,139.4722984
573,214.2897132,215.2631579,215.5178215,215.442121,216.1911956,214.3092309,215.414827,216.7407076,213.8679051,213.0165808,212.9826212,212.171183,213.4826719,213.2411395,214.5820555,213.5054254,204.5255469,209.0738971,210.0411418,211.3777419
574,236.9756174,238.5158963,237.9506954,237.5498796,236.6356106,236.0467852,236.6888978,236.8986011,235.0015157,235.1451117,234.6732047,234.8264161,235.380768,236.3323104,236.4940648,237.0567253,230.8644752,232.8798757,232.7561441,232.6922088
575,220.9390565,221.7796014,208.9274476,219.6182302,227.6618171,247.8744327,247.6337647,246.4047833,241.4203116,237.2084583,233.5401198,230.5655811,229.4970167,228.1250744,228.9533432,230.8937055,230.9396271,233.4007071,234.2222549,236.424875
576,401.2099579,400.9423077,399.5823684,398.8408732,399.5460284,403.4481491,405.9102833,404.491481,401.0680985,399.4395806,398.4056036,395.9403454,394.978295,394.2918084,395.0269351,383.781348,379.5656829,384.6296973,388.6342291,391.9376955
577,158.5853659,157.1030093,162.3487298,170.4137931,170.9506315,169.2594719,183.3944954,184.282434,190.4643678,181.1284404,164.8535469,164.4977011,164.7471396,164.768,163.4834664,165.418578,167.3929385,163.4217687,163.587769,172.2635747
578,217.4227586,202.5144429,209.7384721,218.1720356,225.7487989,234.7710761,237.9204935,238.0969739,239.6763285,239.532736,244.7596419,243.9393522,246.0941581,247.3046448,245.7552685,226.3029891,227.7731889,229.4783784,233.3137652,242.2036413
579,238.6601942,238.7799353,239.631068,241.1618123,243.9220779,241.2071197,235.6472492,233.2427184,231.9158576,227.2459547,227.8673139,227.8831169,228.0844156,228.6590909,235.262987,228.1585761,225.815534,230.1779935,229.8393443,228.802589
580,546.1024653,544.624037,539.0315871,530.6494607,527.2224788,530.8750964,513.5882806,507.3418014,495.1248074,473.6643572,401.7511556,382.8555901,375.9302326,384.1195066,389.8875193,384.7351809,385.3135593,365.9791988,355.6996139,357.0185185
581,376.163317,373.6255492,377.5306951,381.4290541,387.9520513,388.8440196,384.9043596,383.910856,378.1099291,376.2111486,371.1192366,368.4205102,368.2633446,366.5080331,359.7356575,363.0106635,359.1998308,363.635055,355.890906,356.1695807
582,601.0240964,600.0768386,598.4840834,598.2258772,605.958379,607.2059146,609.4780702,613.1008772,607.9868709,609.1816193,583.8818381,581.3596491,578.2768053,580.5251641,574.6502193,571.5695509,566.4950604,566.67908,573.8347921,581.2636761
583,420.914037,404.390642,406.1583514,405.0010834,410.7118093,399.1906826,400.0888407,395.8810811,378.7643243,372.5107991,370.3099352,373.7956757,378.1861472,380.7900433,387.1038961,391.8722944,395.8218143,401.2058505,387.8777533,394.2267819
584,409.1899945,394.2669533,389.7209753,388.9239734,388.9191961,385.5603269,390.3505269,390.7983647,382.8777516,383.9254495,368.5755226,367.9675766,366.4722107,364.9441209,366.9879301,366.1567237,366.8993046,371.2229654,379.8778615,386.9147688
585,719.3420713,713.9285151,720.6189522,716.7851417,722.4420352,729.3045376,737.7161466,745.3374365,750.1537636,761.7353699,765.0101661,778.0569996,789.7713242,798.2078201,805.0128986,812.2341691,817.2941134,829.5435795,839.6087393,850.6810172
586,508.8995169,510.5440703,518.6675418,525.3534958,530.4792158,536.4216474,539.5499518,551.4163722,562.3474395,577.533694,584.3775346,598.1728601,614.3521036,623.6347508,638.8498871,653.6470968,663.8675016,681.957103,700.3568324,710.9354804
587,388.2868698,390.1237766,391.6974216,392.1368774,392.9953435,393.7026174,395.5437749,396.7642854,395.3443138,395.5933192,391.725537,392.5854639,393.0842757,392.0755568,395.1303287,393.578583,394.1353093,393.9634463,400.5666838,403.1050779
588,409.96093,411.2834098,412.9175084,411.434728,413.0885414,415.1337638,415.2409951,417.9890783,419.3991763,420.4705377,417.5210519,418.6864994,419.6567436,418.1692027,418.4011625,417.8698327,416.5262112,415.0045455,413.3008761,414.2534332
589,482.8434936,483.6320598,487.1593039,490.5053478,494.6982576,494.2283607,497.1103129,500.3320493,501.9156874,503.3793372,501.7544123,504.0882619,506.3489834,506.5875603,508.4538019,507.891889,506.6477707,507.1309185,506.8129275,510.5657357
590,501.4837008,502.1584266,503.8218065,504.7896635,509.7645509,515.4549628,516.4740798,519.8878301,520.2670159,520.9804076,519.8831612,520.4517399,519.9564057,514.672363,516.9749192,514.782278,513.3546652,513.3478659,515.0954149,517.2511511
591,527.1596173,528.5352237,530.3722568,532.8135484,537.0810396,542.5229218,543.7500012,547.7012807,547.9686195,549.9721726,549.7700088,547.4362356,547.6264528,543.1081013,546.0805462,545.68718,545.5302288,545.9179447,547.4997289,550.6143511
592,679.1904088,679.609068,682.4808601,684.8236626,690.8156934,694.8364107,691.2200127,697.5217159,699.9464211,701.8225229,701.9906903,701.0792495,701.0811737,699.4554948,703.888301,706.1105641,704.2856814,707.2824926,711.3509093,715.578481
593,699.0541829,698.8808976,701.7555698,705.6619654,713.6437465,720.7246411,725.0841619,733.7019242,739.247201,742.9898743,746.8872557,749.1998865,753.6574886,755.871935,762.2726128,764.8338268,766.7761494,770.8501014,774.6312198,779.3780996
594,685.7193069,684.9291285,686.7600356,688.9420687,696.361045,701.4079314,703.721868,709.8690825,713.9910971,716.4507791,719.5650648,721.5405109,725.3720956,726.7254448,731.1822298,734.3964204,736.5631947,739.9906774,742.2415144,744.3376965
595,614.9264902,616.5080348,620.4357089,624.0143096,632.9782111,641.4254928,647.7206791,655.0809354,661.8285946,669.0057768,675.1499019,679.5822323,686.148517,692.0315552,698.8952564,705.2294064,707.4689002,712.9814075,718.6468199,726.1193392
596,1139.803234,1145.029617,1151.212976,1155.569417,1165.82286,1175.046909,1173.693157,1151.713317,1155.367298,1100.893799,1101.079517,1105.993809,1115.700317,1124.764299,1132.705123,1146.91905,1140.976615,1156.343023,1159.066107,1170.20881
597,1503.822859,1508.461067,1516.024157,1512.614302,1523.056461,1542.153832,1551.746386,1556.403125,1558.919338,1554.441729,1552.78466,1536.860522,1543.605876,1544.527499,1554.643082,1563.325698,1570.270044,1567.167,1577.823949,1596.529444
598,2141.904923,2135.630206,2138.209012,2141.230206,2152.070996,2160.960537,2160.022526,2154.722649,2153.52674,2147.319393,2148.263511,2139.18634,2148.270524,2151.977377,2156.814284,2161.320588,2156.006448,2083.262128,2100.621303,2125.431022
599,2075.248197,2073.230257,2078.192775,2063.924132,2065.121116,2069.85171,2063.874262,2050.200914,2029.411043,1840.650613,1852.330578,1860.107924,1853.00732,1849.76402,1853.303118,1853.97341,1823.416099,1688.356816,1693.272214,1708.725102
600,1783.220307,1789.691554,1798.668102,1806.584446,1824.818621,1831.369765,1825.805748,1811.930499,1801.620786,1791.011903,1778.786924,1772.472063,1769.254544,1749.603716,1737.193548,1721.555013,1712.613258,1708.423625,1724.063683,1734.091504
601,1730.539101,1735.199368,1739.487402,1745.868752,1759.91608,1764.698353,1751.335842,1735.773601,1729.594865,1720.765552,1719.642445,1708.995243,1702.374266,1686.887743,1675.561387,1660.922517,1633.045812,1557.109019,1542.266419,1528.137779
602,1522.290096,1525.719581,1531.106085,1539.72648,1553.859794,1565.188146,1554.0359,1543.843315,1535.271989,1531.508773,1529.967921,1517.278413,1508.464514,1490.526607,1477.962629,1464.001695,1457.200268,1456.940384,1469.381281,1477.642708
603,1169.765305,1177.589442,1185.376232,1196.095014,1209.449758,1213.024501,1204.76069,1197.013803,1193.192879,1183.644247,1169.264743,1160.804159,1150.219363,1127.391251,1110.828352,1101.591393,1086.476237,1089.87473,1105.039138,1114.383783
604,1534.013069,1539.845736,1547.669179,1563.482323,1585.622855,1598.304591,1579.963702,1559.529346,1549.236973,1535.082622,1520.058459,1504.688158,1496.603342,1478.052566,1462.498034,1449.058086,1421.42918,1423.783892,1438.415632,1460.952111
605,1520.307883,1180.651694,1131.305778,1115.786653,1134.312165,1139.708902,1148.505219,1151.033488,1155.417628,1179.738379,1194.686164,1205.660236,1214.523917,1204.248929,1208.690863,1216.649169,1225.140257,1242.097384,1192.240513,1202.928684
606,1805.304701,1805.659754,1816.299552,1825.478201,1833.806522,1838.453264,1833.744745,1830.073334,1825.733761,1820.202874,1821.108614,1816.959203,1810.976065,1804.88259,1802.558676,1798.214456,1802.961236,1798.516665,1792.71949,1792.801636
607,1319.776719,1329.2757,1347.39205,1355.882668,1378.256076,1394.060265,1394.442681,1390.487196,1380.949878,1381.452536,1377.320542,1380.288083,1386.414717,1382.444144,1374.698827,1388.772856,1389.949663,1394.127549,1401.334453,1404.664375
608,1313.030203,1309.933027,1316.594141,1328.617061,1344.713734,1356.35432,1335.880894,1322.00402,1305.732842,1301.116008,1300.613786,1305.072934,1298.448253,1295.811856,1291.114299,1294.578339,1292.623371,1289.231454,1288.809091,1287.982858
609,763.8024729,766.287662,770.8833384,777.5038148,787.3025719,795.6622975,798.3585522,798.9006648,791.3709288,790.4914092,790.6254212,786.9093612,789.2718483,787.1901833,784.7466771,783.4443747,780.3967516,777.6684088,774.865906,774.7016814
610,959.9271635,955.7026122,959.8239824,965.835895,977.4273195,984.9223976,973.6816521,968.7762076,957.2718326,954.5803111,952.4086284,949.7610584,951.5845485,945.6806295,944.407956,943.2076855,938.5190761,942.8647325,945.0085783,946.4386402
611,784.101735,776.0997717,782.1530197,786.020386,794.4461282,801.4383484,798.4726994,798.0336572,796.8429983,798.2882057,796.3453711,799.2356438,803.4038909,804.1906093,805.5588707,803.9084317,801.3036943,804.3330054,809.2654491,806.998586
612,655.0468519,645.4008695,648.1682419,645.6501564,647.7697244,641.0199073,618.4093559,607.6115003,590.4642284,573.848659,551.7232433,538.6295969,533.6001995,530.8036947,537.4877566,538.6231127,543.0702638,544.1530749,547.4117995,549.4184839
613,1587.668147,1587.393545,1593.601577,1599.296656,1617.220417,1632.901829,1639.632926,1642.343307,1625.508634,1621.493846,1623.181122,1629.955596,1635.725253,1642.989645,1649.094687,1652.52501,1659.863513,1674.109976,1689.272712,1700.074869
614,1910.810795,1904.569041,1915.897497,1930.373798,1948.382644,1961.884508,1931.107717,1926.531498,1918.411452,1921.084729,1919.213838,1917.041573,1911.176927,1904.617546,1896.334223,1890.11791,1889.046089,1892.987711,1895.653586,1890.281202
615,1516.891904,1511.674581,1517.271813,1529.440228,1548.372745,1557.785496,1526.423595,1529.697419,1508.965855,1507.271956,1506.961746,1510.570991,1511.029958,1502.217594,1494.944566,1484.828923,1478.104719,1472.847576,1478.178917,1476.739531
616,1675.646974,1680.18603,1688.588919,1699.641631,1717.848709,1722.529796,1678.814684,1692.0691,1691.905426,1691.324888,1683.647419,1698.341855,1715.013397,1715.277227,1708.746087,1708.193766,1702.887254,1695.402946,1690.966285,1689.897886
617,3030.461527,3024.512791,3027.491564,3040.238215,3055.253024,3050.073286,3006.211746,3017.696388,3020.621382,3023.770964,3020.987407,3029.484689,3031.065589,3036.18849,3040.70733,3044.250152,3051.598634,3046.950187,3046.423243,3051.448238
618,3230.787487,3222.59298,3225.904586,3221.595246,3221.897584,3218.30517,3199.35621,3201.12572,3199.828254,3204.079771,3188.795776,3006.334722,2818.432663,2797.179352,2803.351449,2809.906189,2822.333895,2829.50952,2813.526122,2714.283223
619,2769.829733,2790.466794,2803.797198,2817.049439,2824.893905,2829.450633,2824.782124,2831.444074,2853.140486,2874.162776,2880.969132,2874.653123,2739.160685,2739.578081,2756.340947,2768.430427,2774.094508,2774.455824,2684.645312,2692.137683
620,2411.599455,2436.170426,2453.550807,2480.04702,2496.599257,2506.810382,2513.308896,2530.740226,2557.078527,2573.752749,2590.841039,2605.876283,2601.908283,2620.307146,2640.762289,2653.714945,2663.259678,2675.228225,2669.840421,2678.867083
621,1684.626613,1700.978163,1714.968414,1738.765583,1753.430517,1785.07912,1794.964251,1799.364179,1791.47415,1795.668323,1806.882998,1822.188857,1827.615233,1848.740391,1845.479766,1837.413916,1832.14002,1814.417916,1790.973614,1769.440983
622,1851.592439,1839.02463,1847.421577,1873.157392,1883.064389,1898.556791,1900.355292,1892.8338,1880.45851,1880.359294,1870.81123,1857.219718,1836.824866,1835.547556,1801.671804,1782.100506,1738.447349,1717.623452,1690.794422,1670.496553
623,1294.9888,1270.478211,1250.049759,1253.335052,1253.749663,1239.654728,1230.579356,1229.653624,1237.673542,1243.240629,1244.128308,1247.127172,1251.747577,1251.886684,1253.632,1253.339183,1255.248981,1254.234141,1253.020834,1250.335372
624,1846.56054,1831.495881,1815.847197,1831.07286,1840.041807,1853.800535,1852.547414,1816.696091,1796.289597,1776.211906,1763.225398,1742.713125,1715.504896,1690.045748,1660.926707,1630.297836,1597.160095,1545.940583,1529.033881,1518.547243
625,1192.122641,1190.899192,1213.277882,1228.064575,1244.970801,1266.063884,1269.518173,1279.01835,1283.646153,1294.955659,1299.371695,1300.016778,1291.870615,1287.378987,1280.887995,1273.794402,1256.443911,1246.214213,1226.954545,1222.547389
626,1377.917203,1376.48871,1407.321496,1432.153459,1449.969543,1474.363595,1485.923504,1489.536446,1498.775502,1512.206081,1514.621704,1517.829618,1517.363433,1515.298601,1516.32596,1511.605366,1502.152146,1480.959862,1472.714683,1459.555539
627,1598.807815,1575.230434,1591.207497,1620.842489,1646.455252,1656.183072,1660.492769,1663.111431,1652.789227,1651.758109,1639.241934,1627.087085,1593.829777,1568.041551,1532.9517,1513.026595,1500.13048,1492.421353,1468.290815,1448.524745
